조사일,조사지역명,품목명,규격,조사가격,전일조사가격
20140101,대전,쌀,20KG,48000,0
20140101,대전,얼갈이배추,1.5KG,1200,0
20140101,대전,얼갈이배추,1.5KG,1500,0
20140101,대전,상추,100G,400,0
20140101,대전,상추,100G,500,0
20140101,대전,상추,100G,500,0
20140101,대전,상추,100G,600,0
20140101,대전,감자,1KG,1700,0
20140101,대전,감자,1KG,2000,0
20140101,대전,고구마,1KG,2500,0
20140101,대전,고구마,1KG,3000,0
20140101,대전,녹두,1KG,12000,0
20140101,대전,녹두,1KG,14000,0
20140101,대전,찹쌀,1KG,3400,0
20140101,대전,콩,1KG,7000,0
20140101,대전,호박,1,1500,0
20140101,대전,오이,10,6000,0
20140101,대전,오이,10,7000,0
20140101,대전,오이,10,6000,0
20140101,대전,오이,10,8000,0
20140101,대전,수박,1,12000,0
20140101,대전,수박,1,15000,0
20140101,대전,시금치,1KG,2500,0
20140101,대전,시금치,1KG,3000,0
20140101,대전,건멸치,100G,2000,0
20140101,대전,물오징어,1,2000,0
20140101,대전,물오징어,1,2500,0
20140101,대전,명태,1,2000,0
20140101,대전,고등어,1,2000,0
20140101,대전,고등어,1,3000,0
20140101,대전,우유,1L,2500,0
20140101,대전,쇠고기,100G,1200,0
20140101,대전,쇠고기,100G,1400,0
20140101,대전,쇠고기,100G,1400,0
20140101,대전,쇠고기,100G,2000,0
20140101,대전,쇠고기,100G,2400,0
20140101,대전,쇠고기,100G,3000,0
20140101,대전,쇠고기,100G,5000,0
20140101,대전,쇠고기,100G,3300,0
20140101,대전,방울토마토,1KG,4000,0
20140101,대전,방울토마토,1KG,5000,0
20140101,대전,바나나,100G,200,0
20140101,대전,바나나,100G,250,0
20140101,대전,단감,10,9000,0
20140101,대전,단감,10,12000,0
20140101,대전,감귤,10,2200,0
20140101,대전,감귤,10,2500,0
20140101,대전,포도,1KG,7000,0
20140101,대전,배,10,25000,0
20140101,대전,배,10,30000,0
20140101,대전,사과,10,18000,0
20140101,대전,사과,10,25000,0
20140101,대전,팽이버섯,100G,400,0
20140101,대전,팽이버섯,100G,600,0
20140101,대전,느타리버섯,100G,600,0
20140101,대전,느타리버섯,100G,800,0
20140101,대전,땅콩,100G,600,0
20140101,대전,땅콩,100G,1100,0
20140101,대전,땅콩,100G,1300,0
20140101,대전,참깨,500G,3500,0
20140101,대전,참깨,500G,10000,0
20140101,대전,참깨,500G,12000,0
20140101,대전,피망(청),100G,550,0
20140101,대전,피망(청),100G,700,0
20140101,대전,깻잎,200G,2500,0
20140101,대전,깻잎,200G,3000,0
20140101,대전,미나리,1KG,4500,0
20140101,대전,미나리,1KG,5500,0
20140101,대전,생강,1KG,4000,0
20140101,대전,생강,1KG,5000,0
20140101,대전,파,1KG,2000,0
20140101,대전,파,1KG,2500,0
20140101,대전,파,1KG,1500,0
20140101,대전,파,1KG,2000,0
20140101,대전,양파,1KG,1200,0
20140101,대전,양파,1KG,1500,0
20140101,대전,마늘,1KG,4500,0
20140101,대전,마늘,1KG,5000,0
20140101,대전,붉은고추,100G,800,0
20140101,대전,붉은고추,100G,1000,0
20140101,대전,풋고추,100G,550,0
20140101,대전,풋고추,100G,700,0
20140101,대전,풋고추,100G,600,0
20140101,대전,풋고추,100G,800,0
20140101,대전,풋고추,100G,500,0
20140101,대전,풋고추,100G,700,0
20140101,대전,건고추,600G,10000,0
20140101,대전,건고추,600G,11000,0
20140101,대전,건고추,600G,8000,0
20140101,대전,건고추,600G,9000,0
20140101,대전,열무,1.5KG,1200,0
20140101,대전,열무,1.5KG,1500,0
20140101,대전,당근,1KG,2500,0
20140101,대전,당근,1KG,3000,0
20140101,대전,딸기,100G,1300,0
20140101,대전,딸기,100G,1500,0
20140101,대전,토마토,1KG,4000,0
20140101,대전,토마토,1KG,5000,0
20140101,대전,호박,1,800,0
20140101,대전,호박,1,1200,0
20140101,대전,호박,1,1200,0
20140101,대전,양배추,1,1500,0
20140101,대전,양배추,1,2000,0
20140101,대전,배추,1,2000,0
20140101,대전,배추,1,2500,0
20140101,대전,콩,1KG,6500,0
20140101,대전,팥(적두),1KG,8500,0
20140101,대전,팥(적두),1KG,10000,0
20140101,대전,쌀,20KG,45000,0
20140101,대전,찹쌀,1KG,5200,0
20140101,대전,깻잎,200G,7140,0
20140101,대전,파,1KG,6480,0
20140101,대전,파,1KG,2030,0
20140101,대전,양파,1KG,1990,0
20140101,대전,마늘,1KG,6600,0
20140101,대전,붉은고추,100G,1900,0
20140101,대전,풋고추,100G,660,0
20140101,대전,풋고추,100G,850,0
20140101,대전,딸기,100G,1440,0
20140101,대전,토마토,1KG,5950,0
20140101,대전,호박,1,1190,0
20140101,대전,호박,1,1900,0
20140101,대전,오이,10,11400,0
20140101,대전,오이,10,8300,0
20140101,대전,오이,10,12400,0
20140101,대전,수박,1,16800,0
20140101,대전,상추,100G,630,0
20140101,대전,양배추,1,1680,0
20140101,대전,건멸치,100G,1560,0
20140101,대전,물오징어,1,1980,0
20140101,대전,물오징어,1,2200,0
20140101,대전,우유,1L,2520,0
20140101,대전,쇠고기,100G,1980,0
20140101,대전,쇠고기,100G,1980,0
20140101,대전,쇠고기,100G,3800,0
20140101,대전,쇠고기,100G,8500,0
20140101,대전,방울토마토,1KG,7300,0
20140101,대전,바나나,100G,210,0
20140101,대전,바나나,100G,250,0
20140101,대전,단감,10,9960,0
20140101,대전,감귤,10,2580,0
20140101,대전,배,10,22480,0
20140101,대전,사과,10,6980,0
20140101,대전,팽이버섯,100G,590,0
20140101,대전,땅콩,100G,2240,0
20140101,대전,피망(청),100G,870,0
20140101,대전,미나리,1KG,11000,0
20140101,대전,생강,1KG,9870,0
20140101,대전,풋고추,100G,1250,0
20140101,대전,당근,1KG,2780,0
20140101,대전,배추,1,1980,0
20140101,대전,감자,1KG,1490,0
20140101,대전,고구마,1KG,3730,0
20140101,대전,팥(적두),1KG,19800,0
20140101,대전,콩,1KG,11800,0
20140101,대전,쌀,20KG,47000,0
20140101,대전,찹쌀,1KG,5900,0
20140101,대전,팥(적두),1KG,29600,0
20140101,대전,깻잎,200G,4600,0
20140101,대전,파,1KG,2920,0
20140101,대전,양파,1KG,2400,0
20140101,대전,마늘,1KG,10000,0
20140101,대전,붉은고추,100G,2000,0
20140101,대전,풋고추,100G,1980,0
20140101,대전,당근,1KG,3200,0
20140101,대전,딸기,100G,1700,0
20140101,대전,토마토,1KG,7500,0
20140101,대전,호박,1,1800,0
20140101,대전,호박,1,2000,0
20140101,대전,오이,10,15000,0
20140101,대전,오이,10,13000,0
20140101,대전,수박,1,22500,0
20140101,대전,얼갈이배추,1.5KG,2000,0
20140101,대전,사과,10,11000,0
20140101,대전,팽이버섯,100G,630,0
20140101,대전,느타리버섯,100G,2000,0
20140101,대전,땅콩,100G,2300,0
20140101,대전,피망(청),100G,1000,0
20140101,대전,미나리,1KG,12500,0
20140101,대전,생강,1KG,6980,0
20140101,대전,풋고추,100G,1660,0
20140101,대전,풋고추,100G,1150,0
20140101,대전,열무,1.5KG,2220,0
20140101,대전,당근,1KG,5400,0
20140101,대전,쇠고기,100G,1800,0
20140101,대전,쇠고기,100G,2200,0
20140101,대전,쇠고기,100G,3400,0
20140101,대전,쇠고기,100G,6900,0
20140101,대전,방울토마토,1KG,8000,0
20140101,대전,바나나,100G,220,0
20140101,대전,단감,10,9800,0
20140101,대전,감귤,10,2520,0
20140101,대전,포도,1KG,9800,0
20140101,대전,건멸치,100G,2700,0
20140101,대전,우유,1L,2520,0
20140101,대전,상추,100G,860,0
20140101,대전,시금치,1KG,5750,0
20140101,대전,양배추,1,2500,0
20140101,대전,배추,1,2500,0
20140101,대전,콩,1KG,13800,0
20140102,대전,쌀,20KG,48000,48000
20140102,대전,감자,1KG,1700,1700
20140102,대전,감자,1KG,2000,2000
20140102,대전,고구마,1KG,2500,2500
20140102,대전,고구마,1KG,3000,3000
20140102,대전,녹두,1KG,12000,12000
20140102,대전,녹두,1KG,14000,14000
20140102,대전,찹쌀,1KG,3400,3400
20140102,대전,콩,1KG,7000,7000
20140102,대전,당근,1KG,2500,2500
20140102,대전,당근,1KG,3000,3000
20140102,대전,딸기,100G,1300,1300
20140102,대전,딸기,100G,1500,1500
20140102,대전,토마토,1KG,4000,4000
20140102,대전,토마토,1KG,5000,5000
20140102,대전,호박,1,1000,1200
20140102,대전,호박,1,1200,1200
20140102,대전,호박,1,1500,1500
20140102,대전,오이,10,6000,6000
20140102,대전,오이,10,7000,7000
20140102,대전,오이,10,6000,6000
20140102,대전,오이,10,8000,8000
20140102,대전,수박,1,12000,12000
20140102,대전,수박,1,15000,15000
20140102,대전,건멸치,100G,2000,2000
20140102,대전,물오징어,1,2000,2000
20140102,대전,물오징어,1,2500,2500
20140102,대전,명태,1,2000,2000
20140102,대전,고등어,1,2000,2000
20140102,대전,고등어,1,3000,3000
20140102,대전,우유,1L,2500,2500
20140102,대전,계란,10,1700,1700
20140102,대전,닭고기,1KG,4000,4000
20140102,대전,돼지고기,100G,1500,1500
20140102,대전,쇠고기,100G,1200,1200
20140102,대전,쇠고기,100G,1400,1400
20140102,대전,쇠고기,100G,1400,1400
20140102,대전,쇠고기,100G,2000,2000
20140102,대전,쇠고기,100G,2400,2400
20140102,대전,쇠고기,100G,3000,3000
20140102,대전,쇠고기,100G,5000,5000
20140102,대전,쇠고기,100G,3300,3300
20140102,대전,방울토마토,1KG,4000,4000
20140102,대전,방울토마토,1KG,5000,5000
20140102,대전,바나나,100G,200,200
20140102,대전,바나나,100G,250,250
20140102,대전,단감,10,9000,9000
20140102,대전,단감,10,12000,12000
20140102,대전,감귤,10,2200,2200
20140102,대전,감귤,10,2500,2500
20140102,대전,포도,1KG,7000,7000
20140102,대전,배,10,25000,25000
20140102,대전,배,10,30000,30000
20140102,대전,사과,10,18000,18000
20140102,대전,사과,10,25000,25000
20140102,대전,팽이버섯,100G,400,400
20140102,대전,팽이버섯,100G,600,600
20140102,대전,느타리버섯,100G,600,600
20140102,대전,느타리버섯,100G,800,800
20140102,대전,땅콩,100G,600,600
20140102,대전,땅콩,100G,1100,1100
20140102,대전,땅콩,100G,1300,1300
20140102,대전,참깨,500G,3500,3500
20140102,대전,참깨,500G,10000,10000
20140102,대전,참깨,500G,12000,12000
20140102,대전,피망(청),100G,500,550
20140102,대전,피망(청),100G,600,700
20140102,대전,깻잎,200G,2800,2500
20140102,대전,깻잎,200G,3300,3000
20140102,대전,미나리,1KG,4500,4500
20140102,대전,미나리,1KG,5500,5500
20140102,대전,생강,1KG,4000,4000
20140102,대전,생강,1KG,5000,5000
20140102,대전,파,1KG,2000,2000
20140102,대전,파,1KG,2500,2500
20140102,대전,파,1KG,1500,1500
20140102,대전,파,1KG,2000,2000
20140102,대전,양파,1KG,1200,1200
20140102,대전,양파,1KG,1500,1500
20140102,대전,마늘,1KG,4500,4500
20140102,대전,마늘,1KG,5000,5000
20140102,대전,붉은고추,100G,800,800
20140102,대전,붉은고추,100G,1000,1000
20140102,대전,풋고추,100G,600,550
20140102,대전,풋고추,100G,750,700
20140102,대전,풋고추,100G,600,600
20140102,대전,풋고추,100G,800,800
20140102,대전,풋고추,100G,500,500
20140102,대전,풋고추,100G,700,700
20140102,대전,건고추,600G,10000,10000
20140102,대전,건고추,600G,11000,11000
20140102,대전,건고추,600G,8000,8000
20140102,대전,건고추,600G,9000,9000
20140102,대전,열무,1.5KG,1200,1200
20140102,대전,열무,1.5KG,1500,1500
20140102,대전,호박,1,800,800
20140102,대전,얼갈이배추,1.5KG,1200,1200
20140102,대전,얼갈이배추,1.5KG,1500,1500
20140102,대전,상추,100G,400,400
20140102,대전,상추,100G,500,500
20140102,대전,상추,100G,600,500
20140102,대전,상추,100G,700,600
20140102,대전,시금치,1KG,2500,2500
20140102,대전,시금치,1KG,3000,3000
20140102,대전,양배추,1,1500,1500
20140102,대전,양배추,1,2000,2000
20140102,대전,배추,1,2000,2000
20140102,대전,배추,1,2500,2500
20140102,대전,콩,1KG,6500,6500
20140102,대전,팥(적두),1KG,8500,8500
20140102,대전,팥(적두),1KG,10000,10000
20140102,대전,쌀,20KG,45000,45000
20140102,대전,찹쌀,1KG,5300,5200
20140102,대전,건멸치,100G,1560,1560
20140102,대전,물오징어,1,1980,1980
20140102,대전,물오징어,1,2200,2200
20140102,대전,우유,1L,2520,2520
20140102,대전,계란,10,2850,2850
20140102,대전,닭고기,1KG,5980,5500
20140102,대전,돼지고기,100G,1100,1740
20140102,대전,쇠고기,100G,2080,1980
20140102,대전,쇠고기,100G,1980,1980
20140102,대전,쇠고기,100G,3600,3800
20140102,대전,쇠고기,100G,8500,8500
20140102,대전,방울토마토,1KG,7300,7300
20140102,대전,바나나,100G,210,210
20140102,대전,바나나,100G,250,250
20140102,대전,단감,10,8500,9960
20140102,대전,감귤,10,2580,2580
20140102,대전,배,10,19500,22480
20140102,대전,사과,10,8160,6980
20140102,대전,팽이버섯,100G,590,590
20140102,대전,땅콩,100G,2240,2240
20140102,대전,피망(청),100G,870,870
20140102,대전,깻잎,200G,7140,7140
20140102,대전,미나리,1KG,11000,11000
20140102,대전,생강,1KG,9870,9870
20140102,대전,파,1KG,6480,6480
20140102,대전,파,1KG,1580,2030
20140102,대전,양파,1KG,1560,1990
20140102,대전,마늘,1KG,6600,6600
20140102,대전,붉은고추,100G,1900,1900
20140102,대전,풋고추,100G,660,660
20140102,대전,풋고추,100G,1250,1250
20140102,대전,풋고추,100G,850,850
20140102,대전,당근,1KG,2180,2780
20140102,대전,딸기,100G,1573,1440
20140102,대전,토마토,1KG,5950,5950
20140102,대전,호박,1,1190,1190
20140102,대전,호박,1,1280,1900
20140102,대전,오이,10,11400,11400
20140102,대전,오이,10,8300,8300
20140102,대전,오이,10,13800,12400
20140102,대전,상추,100G,600,630
20140102,대전,양배추,1,2180,1680
20140102,대전,배추,1,1980,1980
20140102,대전,감자,1KG,1490,1490
20140102,대전,고구마,1KG,3450,3730
20140102,대전,팥(적두),1KG,19800,19800
20140102,대전,콩,1KG,11800,11800
20140102,대전,쌀,20KG,42800,47000
20140102,대전,찹쌀,1KG,5900,5900
20140102,대전,팥(적두),1KG,29600,29600
20140102,대전,당근,1KG,3200,3200
20140102,대전,딸기,100G,1380,1700
20140102,대전,토마토,1KG,7500,7500
20140102,대전,호박,1,1600,1800
20140102,대전,호박,1,2000,2000
20140102,대전,오이,10,13000,15000
20140102,대전,오이,10,12000,13000
20140102,대전,수박,1,22500,22500
20140102,대전,얼갈이배추,1.5KG,1800,2000
20140102,대전,건멸치,100G,2700,2700
20140102,대전,우유,1L,2520,2520
20140102,대전,계란,10,2160,2160
20140102,대전,닭고기,1KG,6990,6990
20140102,대전,돼지고기,100G,1390,1650
20140102,대전,쇠고기,100G,2700,2200
20140102,대전,쇠고기,100G,2380,3400
20140102,대전,쇠고기,100G,6900,6900
20140102,대전,바나나,100G,220,220
20140102,대전,단감,10,13000,9800
20140102,대전,감귤,10,2520,2520
20140102,대전,포도,1KG,9800,9800
20140102,대전,사과,10,19500,0
20140102,대전,팽이버섯,100G,630,630
20140102,대전,느타리버섯,100G,2000,2000
20140102,대전,땅콩,100G,2300,2300
20140102,대전,피망(청),100G,1000,1000
20140102,대전,깻잎,200G,4600,4600
20140102,대전,미나리,1KG,14000,12500
20140102,대전,생강,1KG,6980,6980
20140102,대전,파,1KG,2920,2920
20140102,대전,양파,1KG,2230,2400
20140102,대전,마늘,1KG,10000,10000
20140102,대전,붉은고추,100G,2000,2000
20140102,대전,풋고추,100G,1300,1980
20140102,대전,풋고추,100G,1660,1660
20140102,대전,풋고추,100G,1150,1150
20140102,대전,열무,1.5KG,2200,2220
20140102,대전,당근,1KG,4000,5400
20140102,대전,상추,100G,860,860
20140102,대전,시금치,1KG,5350,5750
20140102,대전,양배추,1,2500,2500
20140102,대전,배추,1,2500,2500
20140102,대전,콩,1KG,13800,13800
20140103,대전,쌀,20KG,48000,48000
20140103,대전,찹쌀,1KG,3400,3400
20140103,대전,콩,1KG,7000,7000
20140103,대전,콩,1KG,6500,6500
20140103,대전,팥(적두),1KG,10000,10000
20140103,대전,상추,100G,600,500
20140103,대전,상추,100G,600,600
20140103,대전,상추,100G,700,700
20140103,대전,시금치,1KG,2500,2500
20140103,대전,시금치,1KG,3000,3000
20140103,대전,양배추,1,1500,1500
20140103,대전,양배추,1,2000,2000
20140103,대전,배추,1,2000,2000
20140103,대전,배추,1,2500,2500
20140103,대전,건고추,600G,8000,8000
20140103,대전,건고추,600G,9000,9000
20140103,대전,열무,1.5KG,1200,1200
20140103,대전,열무,1.5KG,1500,1500
20140103,대전,당근,1KG,2500,2500
20140103,대전,당근,1KG,3000,3000
20140103,대전,딸기,100G,1300,1300
20140103,대전,딸기,100G,1500,1500
20140103,대전,토마토,1KG,4000,4000
20140103,대전,토마토,1KG,5000,5000
20140103,대전,호박,1,900,800
20140103,대전,호박,1,1200,1000
20140103,대전,오이,10,6000,6000
20140103,대전,오이,10,7000,7000
20140103,대전,오이,10,6000,6000
20140103,대전,오이,10,8000,8000
20140103,대전,수박,1,12000,12000
20140103,대전,수박,1,15000,15000
20140103,대전,얼갈이배추,1.5KG,1500,1200
20140103,대전,얼갈이배추,1.5KG,2000,1500
20140103,대전,상추,100G,500,400
20140103,대전,붉은고추,100G,800,800
20140103,대전,붉은고추,100G,1000,1000
20140103,대전,풋고추,100G,750,750
20140103,대전,풋고추,100G,700,600
20140103,대전,풋고추,100G,1000,800
20140103,대전,풋고추,100G,500,500
20140103,대전,풋고추,100G,700,700
20140103,대전,건고추,600G,10000,10000
20140103,대전,건고추,600G,11000,11000
20140103,대전,호박,1,1200,1200
20140103,대전,호박,1,1500,1500
20140103,대전,굴,1KG,12000,12000
20140103,대전,건미역,1KG,15000,15000
20140103,대전,김,1,5500,5500
20140103,대전,건오징어,10,19000,19000
20140103,대전,건멸치,100G,2000,2000
20140103,대전,물오징어,1,2000,2000
20140103,대전,물오징어,1,2500,2500
20140103,대전,명태,1,2000,2000
20140103,대전,고등어,2,3000,3000
20140103,대전,고등어,1,2000,2000
20140103,대전,고등어,1,3000,3000
20140103,대전,우유,1L,2500,2500
20140103,대전,계란,10,1700,1700
20140103,대전,닭고기,1KG,4000,4000
20140103,대전,돼지고기,100G,1500,1500
20140103,대전,쇠고기,100G,1200,1200
20140103,대전,쇠고기,100G,1400,1400
20140103,대전,쇠고기,100G,1400,1400
20140103,대전,쇠고기,100G,2000,2000
20140103,대전,쇠고기,100G,2400,2400
20140103,대전,쇠고기,100G,3000,3000
20140103,대전,쇠고기,100G,5000,5000
20140103,대전,쇠고기,100G,3300,3300
20140103,대전,방울토마토,1KG,4000,4000
20140103,대전,방울토마토,1KG,5000,5000
20140103,대전,바나나,100G,200,200
20140103,대전,바나나,100G,250,250
20140103,대전,단감,10,9000,9000
20140103,대전,단감,10,12000,12000
20140103,대전,감귤,10,2200,2200
20140103,대전,감귤,10,2500,2500
20140103,대전,포도,1KG,7000,7000
20140103,대전,배,10,25000,25000
20140103,대전,배,10,30000,30000
20140103,대전,사과,10,18000,18000
20140103,대전,사과,10,25000,25000
20140103,대전,팽이버섯,100G,400,400
20140103,대전,팽이버섯,100G,600,600
20140103,대전,느타리버섯,100G,600,600
20140103,대전,느타리버섯,100G,800,800
20140103,대전,땅콩,100G,600,600
20140103,대전,땅콩,100G,1100,1100
20140103,대전,땅콩,100G,1300,1300
20140103,대전,참깨,500G,3500,3500
20140103,대전,참깨,500G,10000,10000
20140103,대전,참깨,500G,12000,12000
20140103,대전,피망(청),100G,500,500
20140103,대전,피망(청),100G,600,600
20140103,대전,깻잎,200G,2800,2800
20140103,대전,깻잎,200G,3300,3300
20140103,대전,미나리,1KG,4500,4500
20140103,대전,미나리,1KG,5500,5500
20140103,대전,생강,1KG,4000,4000
20140103,대전,생강,1KG,5000,5000
20140103,대전,파,1KG,2500,2000
20140103,대전,파,1KG,3000,2500
20140103,대전,파,1KG,1500,1500
20140103,대전,파,1KG,2000,2000
20140103,대전,양파,1KG,1200,1200
20140103,대전,양파,1KG,1500,1500
20140103,대전,마늘,1KG,4500,4500
20140103,대전,마늘,1KG,5000,5000
20140103,대전,풋고추,100G,600,600
20140103,대전,감자,1KG,1700,1700
20140103,대전,감자,1KG,2000,2000
20140103,대전,고구마,1KG,2500,2500
20140103,대전,고구마,1KG,3000,3000
20140103,대전,녹두,1KG,12000,12000
20140103,대전,녹두,1KG,14000,14000
20140103,대전,팥(적두),1KG,8500,8500
20140103,대전,쌀,20KG,45000,45000
20140103,대전,굴,1KG,19900,19900
20140103,대전,건미역,1KG,23500,23500
20140103,대전,김,1,8700,8700
20140103,대전,건오징어,10,19850,19850
20140103,대전,건멸치,100G,1560,1560
20140103,대전,물오징어,1,1980,1980
20140103,대전,물오징어,1,2200,2200
20140103,대전,고등어,2,3580,3580
20140103,대전,우유,1L,2520,2520
20140103,대전,계란,10,2850,2850
20140103,대전,닭고기,1KG,5980,5980
20140103,대전,돼지고기,100G,1100,1100
20140103,대전,쇠고기,100G,2080,2080
20140103,대전,쇠고기,100G,1960,1980
20140103,대전,쇠고기,100G,3600,3600
20140103,대전,쇠고기,100G,5900,8500
20140103,대전,방울토마토,1KG,7300,7300
20140103,대전,바나나,100G,210,210
20140103,대전,바나나,100G,250,250
20140103,대전,단감,10,8500,8500
20140103,대전,감귤,10,2580,2580
20140103,대전,배,10,19500,19500
20140103,대전,사과,10,8160,8160
20140103,대전,팽이버섯,100G,590,590
20140103,대전,땅콩,100G,2240,2240
20140103,대전,피망(청),100G,870,870
20140103,대전,깻잎,200G,5400,7140
20140103,대전,미나리,1KG,13000,11000
20140103,대전,생강,1KG,9870,9870
20140103,대전,파,1KG,5960,6480
20140103,대전,파,1KG,1580,1580
20140103,대전,양파,1KG,1660,1560
20140103,대전,마늘,1KG,6600,6600
20140103,대전,붉은고추,100G,1990,1900
20140103,대전,풋고추,100G,660,660
20140103,대전,풋고추,100G,1520,1250
20140103,대전,풋고추,100G,850,850
20140103,대전,당근,1KG,2180,2180
20140103,대전,딸기,100G,1573,1573
20140103,대전,토마토,1KG,5950,5950
20140103,대전,호박,1,1280,1280
20140103,대전,상추,100G,600,600
20140103,대전,양배추,1,2180,2180
20140103,대전,배추,1,1980,1980
20140103,대전,감자,1KG,2070,1490
20140103,대전,고구마,1KG,3490,3450
20140103,대전,팥(적두),1KG,19800,19800
20140103,대전,콩,1KG,11800,11800
20140103,대전,찹쌀,1KG,4950,5300
20140103,대전,오이,10,11900,11400
20140103,대전,오이,10,9500,8300
20140103,대전,오이,10,13800,13800
20140103,대전,쌀,20KG,42800,42800
20140103,대전,찹쌀,1KG,5500,5900
20140103,대전,배추,1,2500,2500
20140103,대전,양배추,1,2500,2500
20140103,대전,오이,10,13000,13000
20140103,대전,붉은고추,100G,2000,2000
20140103,대전,풋고추,100G,1300,1300
20140103,대전,풋고추,100G,1660,1660
20140103,대전,풋고추,100G,1150,1150
20140103,대전,열무,1.5KG,2200,2200
20140103,대전,당근,1KG,4000,4000
20140103,대전,당근,1KG,3200,3200
20140103,대전,딸기,100G,1380,1380
20140103,대전,토마토,1KG,7500,7500
20140103,대전,호박,1,1600,1600
20140103,대전,호박,1,2000,2000
20140103,대전,우유,1L,2520,2520
20140103,대전,계란,10,2160,2160
20140103,대전,닭고기,1KG,6990,6990
20140103,대전,돼지고기,100G,1390,1390
20140103,대전,쇠고기,100G,2300,0
20140103,대전,쇠고기,100G,2700,2700
20140103,대전,쇠고기,100G,2380,2380
20140103,대전,쇠고기,100G,6900,6900
20140103,대전,느타리버섯,100G,2000,2000
20140103,대전,굴,1KG,20770,22310
20140103,대전,건미역,1KG,32000,32000
20140103,대전,건오징어,10,31420,31420
20140103,대전,건멸치,100G,2700,2700
20140103,대전,고등어,2,2900,2900
20140103,대전,땅콩,100G,2300,2300
20140103,대전,피망(청),100G,1000,1000
20140103,대전,깻잎,200G,5000,4600
20140103,대전,미나리,1KG,14000,14000
20140103,대전,생강,1KG,6980,6980
20140103,대전,파,1KG,2920,2920
20140103,대전,양파,1KG,2230,2230
20140103,대전,마늘,1KG,10000,10000
20140103,대전,바나나,100G,220,220
20140103,대전,단감,10,13000,13000
20140103,대전,감귤,10,2520,2520
20140103,대전,포도,1KG,9800,9800
20140103,대전,사과,10,19500,19500
20140103,대전,팽이버섯,100G,630,630
20140103,대전,오이,10,12000,12000
20140103,대전,얼갈이배추,1.5KG,1800,1800
20140103,대전,수박,1,22500,22500
20140103,대전,상추,100G,860,860
20140103,대전,시금치,1KG,5350,5350
20140103,대전,팥(적두),1KG,18000,29600
20140103,대전,콩,1KG,10000,13800
20140104,대전,쌀,20KG,48000,0
20140104,대전,팥(적두),1KG,10000,0
20140104,대전,녹두,1KG,14000,0
20140104,대전,고구마,1KG,2500,0
20140104,대전,배추,1,2000,0
20140104,대전,배추,1,2500,0
20140104,대전,감자,1KG,1700,0
20140104,대전,감자,1KG,2000,0
20140104,대전,고구마,1KG,3000,0
20140104,대전,녹두,1KG,12000,0
20140104,대전,팥(적두),1KG,8500,0
20140104,대전,콩,1KG,6500,0
20140104,대전,건멸치,100G,2000,0
20140104,대전,물오징어,1,2000,0
20140104,대전,물오징어,1,2500,0
20140104,대전,명태,1,2000,0
20140104,대전,고등어,1,2000,0
20140104,대전,고등어,1,3000,0
20140104,대전,우유,1L,2500,0
20140104,대전,쇠고기,100G,1200,0
20140104,대전,쇠고기,100G,1400,0
20140104,대전,쇠고기,100G,1400,0
20140104,대전,쇠고기,100G,2000,0
20140104,대전,쇠고기,100G,2400,0
20140104,대전,쇠고기,100G,3000,0
20140104,대전,쇠고기,100G,5000,0
20140104,대전,쇠고기,100G,3300,0
20140104,대전,방울토마토,1KG,4000,0
20140104,대전,방울토마토,1KG,5000,0
20140104,대전,바나나,100G,200,0
20140104,대전,바나나,100G,250,0
20140104,대전,단감,10,9000,0
20140104,대전,단감,10,12000,0
20140104,대전,감귤,10,2200,0
20140104,대전,감귤,10,2500,0
20140104,대전,포도,1KG,7000,0
20140104,대전,배,10,25000,0
20140104,대전,배,10,30000,0
20140104,대전,사과,10,18000,0
20140104,대전,사과,10,25000,0
20140104,대전,팽이버섯,100G,400,0
20140104,대전,팽이버섯,100G,600,0
20140104,대전,느타리버섯,100G,600,0
20140104,대전,느타리버섯,100G,800,0
20140104,대전,땅콩,100G,600,0
20140104,대전,땅콩,100G,1100,0
20140104,대전,땅콩,100G,1300,0
20140104,대전,참깨,500G,3500,0
20140104,대전,참깨,500G,10000,0
20140104,대전,참깨,500G,12000,0
20140104,대전,피망(청),100G,500,0
20140104,대전,피망(청),100G,600,0
20140104,대전,깻잎,200G,2800,0
20140104,대전,깻잎,200G,3300,0
20140104,대전,미나리,1KG,4500,0
20140104,대전,미나리,1KG,5500,0
20140104,대전,생강,1KG,4000,0
20140104,대전,생강,1KG,5000,0
20140104,대전,파,1KG,2500,0
20140104,대전,파,1KG,3000,0
20140104,대전,파,1KG,1500,0
20140104,대전,파,1KG,2000,0
20140104,대전,양파,1KG,1200,0
20140104,대전,양파,1KG,1500,0
20140104,대전,마늘,1KG,4500,0
20140104,대전,마늘,1KG,5000,0
20140104,대전,붉은고추,100G,800,0
20140104,대전,붉은고추,100G,1000,0
20140104,대전,풋고추,100G,600,0
20140104,대전,풋고추,100G,750,0
20140104,대전,풋고추,100G,700,0
20140104,대전,풋고추,100G,1000,0
20140104,대전,풋고추,100G,500,0
20140104,대전,풋고추,100G,700,0
20140104,대전,건고추,600G,10000,0
20140104,대전,건고추,600G,11000,0
20140104,대전,건고추,600G,8000,0
20140104,대전,건고추,600G,9000,0
20140104,대전,열무,1.5KG,1200,0
20140104,대전,열무,1.5KG,1500,0
20140104,대전,당근,1KG,2500,0
20140104,대전,당근,1KG,3000,0
